weather_code,temperature_2m_mean,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,precipitation_hours,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,cloud_cover_mean,dew_point_2m_mean,et0_fao_evapotranspiration_sum,relative_humidity_2m_mean,pressure_msl_mean,surface_pressure_mean,winddirection_10m_dominant,wind_gusts_10m_mean,wind_speed_10m_mean,wet_bulb_temperature_2m_mean,vapour_pressure_deficit_max,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean,soil_temperature_0_to_100cm_mean,soil_temperature_0_to_7cm_mean,soil_temperature_28_to_100cm_mean,soil_temperature_7_to_28cm_mean,month,year
63,26.628166,31.865952,43818.383,39401.566,8.5,8.5,11.0,242.5328,18.73,3.8851056,80.75,23.665667,3.8851056,84.68698,1010.3999,1009.7093,242.5328,15.509999,5.689895,24.469938,1.5217469,0.48141837,0.4589583,0.48383334,0.480625,28.902002,28.93025,28.874002,28.988585,9,2006
63,25.182335,30.052383,43782.695,8583.42,19.199999,19.199999,22.0,256.2729,9.38,2.0111508,97.625,23.576086,2.0111508,91.07816,1010.1042,1009.4104,256.2729,15.914997,6.7919903,23.996605,0.8860533,0.48711622,0.46687496,0.490625,0.48183334,28.671064,27.567749,28.85524,28.407331,9,2006
63,25.774,30.975334,43747.047,28146.643,15.999999,15.999999,12.0,270.8231,17.28,3.4758391,99.041664,23.611498,3.4758391,88.39744,1010.6541,1009.96136,270.8231,16.604998,5.7583103,24.18682,1.2753167,0.4883579,0.45566666,0.49524996,0.475625,28.575026,28.05733,28.76358,28.101082,9,2006
61,26.142752,31.196264,43711.473,25975.639,3.3000002,3.3000002,8.0,280.50684,16.8,3.4297163,99.291664,23.630249,3.4297163,86.663185,1010.6709,1009.979,280.50684,17.324999,6.599804,24.302713,1.4068882,0.4882579,0.44929174,0.49637505,0.47341672,28.545317,28.074,28.692757,28.196917,9,2006
63,25.851082,30.911835,43675.984,28210.746,8.099999,8.099999,11.0,298.96756,15.38,3.1627395,95.166664,23.613585,3.1627395,88.06869,1009.60425,1008.91235,298.96756,16.62,6.115751,24.215128,1.3166409,0.48362127,0.46662495,0.48970827,0.46841666,28.4894,27.907333,28.638588,28.171919,9,2006
63,25.507334,30.293594,43640.613,26888.646,17.299997,17.299997,20.0,296.56497,14.34,2.882698,99.25,23.651087,2.882698,89.82852,1008.56244,1007.87054,296.56497,15.615001,7.626152,24.13682,0.9253206,0.48503163,0.4736667,0.48716667,0.48150003,28.369791,27.584417,28.586494,27.888582,9,2006
63,25.73442,30.920118,43605.38,25905.951,15.900001,15.900001,15.0,289.20862,15.12,3.0415816,99.5,24.015669,3.0415816,90.64715,1007.69165,1007.0008,289.20862,17.100002,6.9930434,24.465944,1.1178212,0.48670337,0.45533338,0.49229172,0.47799996,28.34069,27.886497,28.494833,27.963585,9,2006
65,25.784418,30.490265,43570.285,24536.457,18.1,18.1,13.0,249.18726,13.52,2.8424134,100.0,23.740664,2.8424134,89.01867,1007.35834,1006.6679,249.18726,18.749998,8.75376,24.283438,1.3107145,0.4902734,0.4395834,0.49841663,0.47925004,28.288214,27.682333,28.44484,27.953165,9,2006
63,25.661505,30.081057,43535.133,29339.924,15.899999,15.899999,12.0,240.44469,13.51,2.8102427,89.125,23.453165,2.8102427,88.21276,1007.7126,1007.0214,240.44469,22.349998,9.336089,24.048903,1.2367363,0.4903079,0.46154168,0.4970833,0.4766667,28.208124,27.555246,28.392754,27.792753,9,2006
65,25.757332,30.155243,43499.836,32197.611,22.300001,22.300001,13.0,233.07822,15.59,3.1730592,92.958336,23.559418,3.1730592,88.20767,1007.1418,1006.45123,233.07822,21.674997,10.278056,24.145979,1.2952616,0.4858642,0.46104166,0.49320832,0.46895835,28.184443,27.699,28.33858,27.817749,9,2006
63,25.040667,29.65288,43464.41,11881.162,17.7,17.7,22.0,229.80531,9.4,1.9284865,99.5,23.630249,1.9284865,92.04675,1007.8875,1007.195,229.80531,20.354998,8.670213,23.999125,0.65847707,0.4885942,0.47741663,0.4902917,0.4865,28.006002,26.71775,28.290663,27.459417,9,2006
63,25.284416,29.884531,43428.887,14094.292,17.7,17.7,17.0,250.14194,10.58,2.247754,94.958336,23.553167,2.247754,90.45547,1009.57916,1008.88617,250.14194,22.769999,8.450152,24.007883,1.0073879,0.4876213,0.47799996,0.49020827,0.48195836,27.836899,26.726084,28.16984,27.065668,9,2006
63,25.717752,30.60243,43393.29,27953.385,22.199999,22.199999,13.0,274.169,14.97,3.0344703,96.166664,23.6615,3.0344703,88.941864,1009.14996,1008.45807,274.169,21.374998,7.367125,24.207006,1.298578,0.4857967,0.45391667,0.48954168,0.48358333,27.874712,27.401085,28.084414,27.313583,9,2006
63,25.88858,29.917273,43357.633,32354.457,9.6,9.6,13.0,256.76355,13.2,2.8150144,100.0,23.559416,2.8150144,87.390686,1007.59174,1006.9012,256.76355,25.964998,12.36227,24.172827,1.2149296,0.48672125,0.46125004,0.49070826,0.48154166,27.85019,27.142748,28.032326,27.4615,9,2006
55,26.251083,29.306488,43321.957,22924.154,2.8000002,2.8000002,5.0,244.37627,14.43,3.2315128,99.958336,23.353165,3.2315128,84.330055,1005.89154,1005.2033,244.37627,36.149998,18.3903,24.11315,1.0323665,0.48218712,0.47320822,0.48245826,0.48424998,27.781858,27.096916,27.984415,27.315666,9,2006
63,26.261497,30.061249,43286.273,33302.133,6.1999993,6.1999993,9.0,217.92174,13.45,2.968905,95.458336,23.284418,2.968905,83.91471,1006.77094,1006.08203,217.92174,28.68,13.009927,24.06869,1.1818769,0.47721002,0.481125,0.47495827,0.48362508,27.758108,27.15317,27.934423,27.35525,10,2006
63,26.0615,30.640503,43250.613,20555.486,11.8,11.8,12.0,231.55038,13.71,2.86278,95.416664,23.71775,2.86278,87.27091,1008.7542,1008.0634,231.55038,22.604998,9.716629,24.331076,1.2517123,0.47489843,0.46683335,0.4734166,0.48266664,27.754522,27.313583,27.901083,27.399,10,2006
63,25.619835,30.226189,43214.992,23275.576,10.8,10.8,11.0,232.7435,13.24,2.70002,96.75,23.694834,2.70002,89.49252,1009.40826,1008.71625,232.7435,19.589998,9.093259,24.201408,1.1313882,0.47781798,0.46954167,0.4763333,0.48566666,27.720627,27.161499,27.876085,27.374,10,2006
63,25.463585,29.9656,43179.44,12518.487,14.799999,14.799999,16.0,235.04257,9.25,2.0127008,96.166664,23.828165,2.0127008,90.974365,1009.5083,1008.8156,235.04257,20.925001,10.254357,24.256968,0.9589188,0.47999215,0.4738334,0.47799993,0.4888749,27.634275,26.85108,27.83858,27.194834,10,2006
63,25.459417,30.158255,43143.99,29691.41,15.7,15.7,18.0,233.22087,13.4,2.7889514,91.083336,23.486502,2.7889514,89.32147,1010.52905,1009.8357,233.22087,23.339998,7.642427,24.012604,1.116662,0.4829438,0.48499998,0.48208323,0.4852083,27.583977,26.915665,27.788576,27.10525,10,2006
63,25.848999,31.17106,43108.64,30639.453,16.199999,16.199999,13.0,269.35983,16.64,3.39937,78.5,23.851082,3.39937,89.43635,1010.8708,1010.17804,269.35983,19.365,5.838513,24.386938,1.2728901,0.48358414,0.47291663,0.48274997,0.49,27.67737,27.636503,27.755247,27.423998,10,2006
61,26.961496,32.491245,43073.44,38395.156,8.0,8.0,9.0,258.19186,20.53,4.225428,70.791664,24.026085,4.225428,85.08463,1011.25415,1010.5638,258.19186,15.735002,5.5482044,24.822495,1.7111304,0.48136416,0.44716668,0.48695827,0.47358325,27.88421,28.613585,27.78649,27.976082,10,2006
63,25.749,31.264008,43038.406,25041.145,15.6,15.6,21.0,293.31772,12.65,2.618134,97.291664,23.871916,2.618134,89.7076,1011.354,1010.6609,293.31772,12.464999,3.900779,24.36049,0.97949743,0.48677334,0.47670838,0.48704168,0.48920825,27.937124,27.873999,27.880249,28.153162,10,2006
63,24.611498,29.71742,43003.56,8910.19,36.0,36.0,24.0,151.77658,8.23,1.7471077,99.375,23.394835,1.7471077,93.10674,1012.75,1012.05316,151.77658,13.38,4.3136015,23.716484,0.6601851,0.49334836,0.46483326,0.5016667,0.47433326,27.716478,26.765665,27.894836,27.421919,10,2006
61,25.486502,30.882143,42968.926,38033.414,6.7000003,6.7000003,12.0,179.16156,17.41,3.5049667,61.958332,23.449,3.5049667,88.94192,1013.325,1012.62964,179.16156,11.099999,3.7587311,23.987349,0.986861,0.4883496,0.48095837,0.49249998,0.47658327,27.76227,27.782333,27.85109,27.451086,10,2006
51,26.209417,31.539118,42934.54,39470.81,0.8,0.8,5.0,150.7028,19.53,4.0097384,43.333332,23.21775,4.0097384,84.49729,1013.41675,1012.72296,150.7028,11.249999,3.5653753,24.03782,1.5428886,0.4793121,0.4684582,0.48104164,0.47699997,27.903336,28.226084,27.867752,27.91775,10,2006
55,26.36775,32.01476,42900.414,39429.547,3.7,3.7,9.0,125.53782,18.22,3.7626152,58.041668,23.6865,3.7626152,85.96563,1013.86255,1013.16895,125.53782,10.394999,3.2635753,24.407793,1.43522,0.4697272,0.45645845,0.4710834,0.46950004,28.042336,28.532331,27.93442,28.248999,10,2006
63,26.29067,31.957474,42866.57,38586.57,11.500001,11.500001,5.0,340.70984,20.16,4.068522,73.25,23.724,4.068522,86.52408,1012.54987,1011.8572,340.70984,10.905,3.555308,24.414583,1.4144442,0.46521583,0.46183336,0.46295843,0.47408333,28.153772,28.744833,28.001078,28.48025,10,2006
61,26.480253,32.40596,42832.78,37717.945,6.0,6.0,10.0,128.31317,20.7,4.266634,65.0,23.957329,4.266634,86.72335,1011.7249,1011.03296,128.31317,10.905,3.3666365,24.62876,1.396213,0.4640242,0.4740416,0.45820835,0.480625,28.301126,29.111502,28.099005,28.723999,10,2006
61,26.730247,32.403767,42798.95,37844.38,4.6,4.6,9.0,133.15244,17.07,3.5514421,87.083336,24.19275,3.5514421,86.75826,1011.98755,1011.29596,133.15244,11.384999,4.5104637,24.874434,1.5063164,0.4604255,0.4737916,0.454,0.47799996,28.38207,28.936495,28.201082,28.817747,10,2006
63,26.271917,32.015957,42765.11,33744.54,12.000001,12.000001,13.0,94.60003,16.41,3.428007,76.416664,24.036497,3.428007,88.247536,1011.8042,1011.11163,94.60003,12.134999,3.25477,24.636744,1.499042,0.460248,0.4729166,0.45241675,0.48287502,28.410934,28.7615,28.288574,28.71358,10,2006
63,25.844833,31.286423,42731.277,26830.27,16.300001,16.300001,14.0,73.87971,15.21,3.1652892,97.708336,23.607332,3.1652892,88.158775,1011.4043,1010.71094,73.87971,13.529999,3.6157658,24.20906,1.4271221,0.46664965,0.46658334,0.46158323,0.4840417,28.358582,28.30108,28.332338,28.46775,10,2006
51,26.711502,31.986582,42697.496,39394.39,0.70000005,0.70000005,3.0,90.861496,18.8,3.8919542,75.416664,23.413584,3.8919542,83.25441,1011.09576,1010.40497,90.861496,11.760001,4.4706283,24.323837,1.6852629,0.46885288,0.4720416,0.46383333,0.48499998,28.360977,28.553164,28.342758,28.359413,10,2006
55,26.880247,32.668613,42663.777,39386.94,1.6,1.6,2.0,93.17979,19.34,3.972244,46.333332,24.263582,3.972244,86.18457,1011.5085,1010.81744,93.17979,14.715,4.814626,24.950327,1.3520954,0.46241295,0.4522917,0.4606249,0.4719167,28.47727,28.907333,28.382332,28.659416,10,2006
51,27.086502,32.621532,42630.16,39379.0,1.3,1.3,6.0,30.81559,20.66,4.234829,31.291666,23.686499,4.234829,82.598854,1011.12085,1010.4309,30.81559,12.8099985,4.5068955,24.613434,1.6024473,0.4568117,0.44154164,0.4566249,0.46254158,28.553085,29.019835,28.432337,28.811502,10,2006
63,26.713583,32.51288,42596.67,37390.92,5.7,5.7,3.0,80.847725,19.0,3.894727,53.458332,24.146914,3.894727,86.38013,1011.07495,1010.384,80.847725,13.425002,4.317011,24.823446,1.565475,0.45305416,0.4442917,0.4525001,0.45787504,28.592478,28.915665,28.484415,28.85525,10,2006
61,26.688581,32.16185,42563.34,39361.504,3.8000002,3.8000002,7.0,69.37333,17.08,3.504242,66.125,23.846916,3.504242,85.14697,1010.98755,1010.29663,69.37333,12.719998,4.326371,24.60906,1.4388874,0.45285502,0.46299994,0.44924995,0.46183336,28.571833,28.64483,28.523993,28.7115,10,2006
3,27.403168,32.897892,42530.19,39351.914,0.0,0.0,0.0,68.39943,22.06,4.52138,33.833332,23.71775,4.52138,81.666466,1010.8042,1010.115,68.39943,14.280003,5.2883654,24.748564,1.813251,0.4499534,0.45320836,0.44620827,0.46170828,28.593292,28.940668,28.532324,28.686499,10,2006
53,27.013586,32.620655,42497.258,38459.44,1.9000001,1.9000001,3.0,347.35782,22.63,4.6411843,20.791666,23.409416,4.6411843,82.07503,1010.94165,1010.2515,347.35782,14.6849985,3.834737,24.42232,1.9531755,0.4439517,0.4257917,0.44304168,0.4531251,28.67523,29.103165,28.567743,28.90108,10,2006
63,26.867752,32.40656,42464.57,39330.938,3.0,3.0,2.0,22.249002,21.56,4.420117,27.541666,23.557333,4.420117,83.13323,1010.8792,1010.1888,22.249002,13.485001,4.4241014,24.466452,1.7024615,0.4388217,0.41404167,0.43970832,0.4440416,28.720213,29.119833,28.60734,28.974,10,2006
63,26.553167,32.01018,42432.156,39275.75,11.499999,11.499999,12.0,309.80548,18.28,3.7346668,56.666668,23.899002,3.7346668,86.143974,1011.43335,1010.7419,309.80548,13.935001,4.8675437,24.610632,1.3605049,0.43774664,0.4419166,0.4367083,0.43991673,28.711798,28.834414,28.638582,28.921919,10,2006
61,26.68025,32.259876,42400.05,39307.42,3.7000003,3.7000003,10.0,280.1959,18.34,3.7682,69.166664,24.04692,3.7682,86.24496,1010.28326,1009.5928,280.1959,13.965,5.063374,24.750631,1.3423364,0.43773293,0.45391664,0.43412492,0.44470847,28.702713,28.838583,28.66567,28.784416,10,2006
53,27.051085,32.415977,42368.285,34400.168,0.70000005,0.70000005,2.0,10.388777,18.21,3.838434,98.583336,23.657333,3.838434,82.89635,1008.9333,1008.24457,10.388777,13.710002,4.885503,24.60174,1.546278,0.433753,0.42991665,0.43170825,0.44204164,28.704485,28.790667,28.674006,28.780245,10,2006
61,26.665667,31.751371,42336.883,28620.725,2.5,2.5,2.0,22.912897,17.84,3.7257323,99.75,23.090666,3.7257323,81.76532,1009.0251,1008.3354,22.912897,11.849999,4.8929367,24.090513,1.6344123,0.42879257,0.40487504,0.42912507,0.43562496,28.638712,28.376081,28.674006,28.605253,10,2006
51,26.13025,31.372725,42305.883,5478.8613,0.6,0.6,3.0,117.97937,7.66,1.7302141,100.0,23.473997,1.7302141,85.99478,1010.071,1009.37933,117.97937,9.765,3.7199347,24.200785,1.3447869,0.42552415,0.39729175,0.42699993,0.42987505,28.3939,27.188583,28.632332,27.978167,10,2006
51,26.74483,31.18757,42275.32,38877.297,0.2,0.2,1.0,34.183624,19.29,4.113232,94.125,22.582335,4.113232,79.34961,1009.9167,1009.2266,34.183624,14.715,6.9668846,23.790434,1.8442662,0.42190292,0.38404167,0.424875,0.42433324,28.38221,28.063583,28.536493,27.959417,10,2006
3,27.138582,31.71337,42245.22,39236.527,0.0,0.0,0.0,77.15233,21.57,4.607558,63.291668,22.392752,4.607558,77.34668,1009.771,1009.08185,77.15233,13.755001,6.1179185,23.804502,2.2589674,0.4167738,0.357625,0.42245826,0.41700003,28.43071,28.46358,28.482332,28.242752,11,2006
61,26.284418,31.513952,42215.613,39220.117,2.9,2.9,5.0,178.89825,17.66,3.6238678,75.541664,23.3115,3.6238678,84.70161,1010.1792,1009.488,178.89825,13.905,4.1396737,24.131775,1.5887644,0.4131843,0.35241666,0.42016664,0.40949988,28.458979,28.415665,28.474,28.421919,11,2006
51,26.653166,31.64699,42186.258,39202.918,1.2,1.2,6.0,135.85513,19.58,4.0160313,62.041668,22.903168,4.0160313,81.04826,1010.7834,1010.09247,135.85513,13.454999,4.440951,23.958824,1.6217966,0.41159177,0.36366665,0.418125,0.40516666,28.484941,28.598999,28.474,28.484419,11,2006
51,27.036493,31.946516,42157.047,39184.953,0.5,0.5,3.0,266.60037,20.09,4.200546,48.958332,23.015669,4.200546,80.05195,1010.37494,1009.68536,266.60037,13.214999,5.536413,24.160116,1.7918932,0.40775633,0.34424996,0.4160833,0.40037498,28.503937,28.642748,28.476084,28.553164,11,2006
53,26.582336,32.237526,42128.02,39166.234,2.2,2.2,9.0,169.25143,18.1,3.7194839,39.0,24.205248,3.7194839,87.34435,1010.1834,1009.4926,169.25143,16.41,5.2079597,24.827219,1.2801173,0.40435782,0.33091673,0.4141667,0.39520833,28.577858,28.984419,28.496912,28.719833,11,2006
53,27.007334,31.965929,42099.203,39146.797,4.1000004,4.1000004,10.0,309.4806,17.73,3.8028452,69.75,23.478163,3.8028452,82.19538,1010.0166,1009.3271,309.4806,19.605001,6.6182103,24.46427,1.7065318,0.40203547,0.32916662,0.4123751,0.39087495,28.607485,28.75942,28.534407,28.807333,11,2006
63,25.840668,30.835312,42070.63,29796.41,19.5,19.5,17.0,122.94924,12.9,2.6407573,96.333336,23.63025,2.6407573,87.99511,1011.73334,1011.03986,122.94924,17.31,6.0522156,24.210924,1.2613246,0.41029915,0.43529174,0.41066667,0.4007083,28.416712,27.576086,28.540659,28.271914,11,2006
51,26.694838,31.855127,42042.332,36354.438,0.3,0.3,2.0,72.1717,18.01,3.7422488,47.083332,23.540667,3.7422488,84.15642,1012.8501,1012.1579,72.1717,15.060002,5.4248424,24.421318,1.5793054,0.4127276,0.42499992,0.40958336,0.41941676,28.364836,28.119833,28.484415,28.036499,11,2006
61,26.73858,32.067307,42014.34,37386.633,3.5,3.5,2.0,11.410942,21.06,4.342126,51.541668,23.38025,4.342126,83.452065,1012.2751,1011.5833,11.410942,16.155,4.9817786,24.333643,1.9333885,0.4095522,0.40345833,0.40845832,0.41533336,28.439562,28.61775,28.451088,28.340668,11,2006
63,26.449,31.928062,41986.684,39062.24,2.8,2.8,2.0,57.804276,19.27,3.965566,57.458332,23.571915,3.965566,85.18362,1011.4167,1010.7249,57.804276,12.345,4.3457813,24.359436,1.5638931,0.40767464,0.40520835,0.40675008,0.41166666,28.510607,28.70942,28.45942,28.619833,11,2006
1,26.348999,30.896301,41959.4,39039.535,0.0,0.0,0.0,309.0626,21.04,4.2808113,27.875,21.784416,4.2808113,77.83089,1010.39575,1009.7046,309.0626,11.384999,4.1930046,23.146004,1.8933094,0.4043692,0.3811666,0.40554166,0.40808335,28.441483,28.246912,28.474,28.394836,11,2006
3,26.661505,31.415657,41932.52,39016.254,0.0,0.0,0.0,166.71136,18.67,3.9471428,63.166668,22.74483,3.9471428,80.882484,1010.16656,1009.4763,166.71136,12.584999,5.1588135,23.883898,1.9898596,0.40009543,0.34916672,0.40433326,0.4025416,28.430983,28.328169,28.459421,28.367746,11,2006
51,27.253166,32.03783,41906.074,38992.42,0.1,0.1,1.0,105.11578,18.59,4.06617,47.625,23.29483,4.06617,80.51436,1011.3333,1010.6435,105.11578,16.019999,7.4114146,24.418839,2.0864885,0.39577952,0.32370833,0.402625,0.39633325,28.485565,28.661497,28.461504,28.509415,11,2006
63,26.844828,32.021656,41880.1,38968.066,6.3,6.3,4.0,108.009605,18.71,3.8783424,44.541668,23.490667,3.8783424,82.80131,1011.59155,1010.9007,108.009605,14.850001,5.4931264,24.403925,1.7806382,0.39402166,0.32766664,0.4015,0.39049998,28.531065,28.798998,28.476084,28.630249,11,2006
51,27.38233,32.865246,41854.64,38943.22,0.2,0.2,1.0,91.73567,19.47,4.0670967,54.375,24.007334,4.0670967,82.80927,1010.30835,1009.61957,91.73567,17.085,5.8784947,24.91986,1.6673405,0.3944404,0.35304162,0.4004166,0.38775,28.58242,28.971918,28.498995,28.738585,11,2006
53,27.2615,32.04639,41829.715,38917.906,0.7,0.7,1.0,104.880806,19.58,4.179093,54.541668,23.346916,4.179093,80.2767,1009.60834,1008.9196,104.880806,17.46,8.024637,24.43244,1.9342761,0.3911579,0.33066663,0.39904168,0.38429162,28.62925,28.873999,28.53649,28.865664,11,2006
51,27.409422,32.043255,41805.363,38892.15,0.3,0.3,1.0,90.720665,20.03,4.3768196,68.041664,23.021917,4.3768196,78.67446,1009.22095,1008.5329,90.720665,16.109999,7.633936,24.282585,2.1449714,0.3878096,0.31020835,0.39758334,0.38016665,28.64342,28.909422,28.573996,28.792746,11,2006
55,27.78025,32.34262,41781.63,38865.984,1.5,1.5,2.0,110.5561,20.42,4.4456215,49.75,22.9365,4.4456215,76.071556,1009.4749,1008.78766,110.5561,18.705,7.8899555,24.297606,2.1046672,0.38406047,0.28291664,0.3965,0.37512505,28.691103,29.13442,28.588593,28.894835,11,2006
51,27.553167,32.250744,41758.54,38839.438,0.4,0.4,1.0,101.61307,19.61,4.2508774,38.333332,23.142752,4.2508774,78.04825,1009.5833,1008.8953,101.61307,18.599998,7.465285,24.375357,1.8845692,0.3807867,0.2625416,0.3954167,0.37004164,28.739424,29.115662,28.634417,28.974,11,2006
51,27.253168,32.324,41736.13,38812.54,0.5,0.5,2.0,104.0363,19.17,4.0643983,59.458332,23.282333,4.0643983,80.43337,1009.0625,1008.3742,104.0363,13.53,5.4789963,24.408545,1.9153292,0.3775275,0.24475004,0.39404166,0.36516666,28.778275,29.169836,28.674006,29.005249,11,2006
51,27.49483,32.674778,41714.44,38785.312,0.2,0.2,1.0,106.32904,18.8,4.016553,52.833332,23.494833,4.016553,80.371765,1009.38336,1008.6955,106.32904,12.179999,5.475586,24.629301,2.0465863,0.37445712,0.22945832,0.3926251,0.3605,28.8439,29.476082,28.70317,29.115667,11,2006
3,27.732336,32.29813,41693.504,38757.79,0.0,0.0,0.0,119.805695,20.33,4.491976,27.416666,22.753166,4.491976,76.70107,1010.16254,1009.4744,119.805695,15.465,7.3084874,24.243383,2.3817267,0.3716121,0.21383329,0.3915416,0.35587502,28.922857,29.609413,28.742746,29.311502,11,2006
51,27.801086,32.03171,41673.113,38729.67,0.1,0.1,1.0,100.673294,18.95,4.287509,28.958334,22.41775,4.287509,74.68133,1010.4209,1009.73285,100.673294,16.199999,7.517031,24.01631,2.3671064,0.36834124,0.19275002,0.39045835,0.35104164,28.953585,29.532333,28.79899,29.290665,11,2006
51,27.919836,32.611286,41653.188,38700.703,0.2,0.2,1.0,100.25116,18.95,4.1702085,38.833332,22.815666,4.1702085,75.90594,1009.7917,1009.10443,100.25116,14.160001,6.1633573,24.315407,2.4281564,0.36551294,0.17729165,0.38933334,0.34658334,29.050232,30.015669,28.840675,29.446915,11,2006
51,28.10525,32.978962,41633.746,38670.945,0.2,0.2,1.0,111.64694,18.5,4.0857787,16.666666,23.176086,4.0857787,76.350044,1008.7666,1008.08057,111.64694,14.445,6.260956,24.600433,2.2019486,0.36274746,0.16687499,0.38770834,0.34245837,29.233522,30.557333,28.93442,29.81775,11,2006
1,28.215668,32.68629,41614.816,38640.492,0.0,0.0,0.0,120.30735,19.54,4.377567,16.416666,22.509417,4.377567,73.87499,1009.12915,1008.4429,120.30735,15.704999,6.76354,24.236628,2.5884943,0.36040628,0.15712504,0.38658336,0.3384166,29.37071,30.888582,29.019823,30.06775,11,2006
2,27.873999,32.142574,41596.426,38609.42,0.0,0.0,0.0,130.85783,19.13,4.3082924,25.458334,22.43025,4.3082924,74.92108,1009.7581,1009.07104,130.85783,16.560003,7.5290008,24.083344,2.5491042,0.3581796,0.14820834,0.3855001,0.33450007,29.491379,30.917747,29.132334,30.246916,11,2006
1,28.267752,32.565533,41578.594,38577.805,0.0,0.0,0.0,105.6916,19.74,4.5559316,17.166666,22.46358,4.5559316,73.65026,1010.1501,1009.46313,105.6916,17.565,7.7478313,24.22257,2.895753,0.35619792,0.14229167,0.38441658,0.33075,29.632065,31.430252,29.23233,30.403168,11,2006
3,28.426085,32.70184,41561.344,38545.734,0.0,0.0,0.0,120.21337,21.15,4.705166,38.916668,21.844833,4.705166,70.481705,1009.89984,1009.21387,120.21337,15.915,6.2604756,23.86907,3.1718957,0.35388955,0.1367083,0.38274994,0.32733342,29.856834,32.113583,29.35109,30.838585,11,2006
3,28.315672,32.312138,41544.707,38513.28,0.0,0.0,0.0,100.03311,20.85,4.801391,88.375,21.463583,4.801391,70.65016,1009.71655,1009.0302,100.03311,16.034998,6.817423,23.657682,3.5448015,0.35196665,0.1326667,0.3815416,0.32366666,29.986547,31.971914,29.492744,31.017748,11,2006
3,27.982332,32.675423,41528.703,38480.53,0.0,0.0,0.0,143.59581,18.87,4.1259327,65.416664,22.309418,4.1259327,74.03837,1009.9792,1009.29193,143.59581,13.1849985,4.4140635,24.039864,2.7453709,0.3504546,0.13133332,0.38045838,0.3206251,30.11802,32.051083,29.628166,31.153166,12,2006
3,28.888586,32.32351,41513.363,38447.562,0.0,0.0,0.0,21.872236,20.66,4.979569,40.333332,20.457335,4.979569,65.01891,1010.2959,1009.6104,21.872236,16.109999,7.1356087,23.248613,3.578275,0.34872302,0.1300417,0.37904167,0.31766665,30.216875,31.96775,29.751078,31.230247,12,2006
3,28.982336,30.47468,41498.703,38414.457,0.0,0.0,0.0,7.8849387,17.69,5.754438,85.458336,19.20525,5.754438,57.65323,1010.39166,1009.7063,7.8849387,28.814997,14.590571,22.40938,3.3349512,0.3469175,0.12725003,0.37758327,0.31500006,30.165922,31.109419,29.842758,30.959417,12,2006
63,25.844831,29.041307,41484.754,10289.691,17.800001,17.800001,12.0,81.92061,6.29,1.9802984,82.875,22.484419,1.9802984,82.31985,1010.85406,1010.16144,81.92061,32.820004,13.877464,23.4279,1.3850338,0.35532045,0.25416663,0.37699994,0.31470835,29.757751,27.705252,29.894836,29.971916,12,2006
51,26.980247,31.737526,41471.54,38348.152,0.2,0.2,1.0,94.30859,19.18,4.13761,54.958332,23.032331,4.13761,80.65095,1010.87494,1010.1848,94.30859,19.65,6.7490063,24.157206,2.0593843,0.3576342,0.2851667,0.37645838,0.31724998,29.501564,28.930252,29.751083,28.8365,12,2006
55,27.353165,32.315235,41459.082,38315.11,2.2,2.2,5.0,98.25935,18.25,3.8633919,32.25,23.290667,3.8633919,79.549995,1010.8708,1010.18146,98.25935,15.8099985,5.9472013,24.412642,1.9712839,0.3551446,0.25933334,0.37549996,0.31729162,29.54938,29.411497,29.64067,29.282335,12,2006
3,27.684418,32.62425,41447.418,38282.258,0.0,0.0,0.0,121.349525,19.9,4.304528,62.791668,22.94275,4.304528,77.64722,1010.7791,1010.09076,121.349525,14.354999,5.525625,24.337908,2.3836794,0.3529621,0.2398334,0.37458333,0.31654164,29.581604,29.765669,29.582329,29.517748,12,2006
51,27.838583,32.635685,41436.56,35026.266,0.3,0.3,1.0,119.40721,18.52,4.092942,81.166664,22.628166,4.092942,75.794945,1011.5,1010.81134,119.40721,14.534999,5.160744,24.199495,2.6171138,0.34967256,0.20749997,0.3735834,0.31508338,29.61817,29.959417,29.551073,29.734413,12,2006
55,27.807335,33.03787,41426.535,36000.0,1.7,1.7,3.0,10.007884,18.1,3.9056036,77.25,23.182333,3.9056036,77.7011,1011.14575,1010.45746,10.007884,13.035,4.0248637,24.521334,2.3015838,0.34714377,0.18537498,0.37270835,0.31341675,29.703482,30.446915,29.551073,29.978165,12,2006
3,27.598997,32.196747,41417.37,38185.61,0.0,0.0,0.0,237.99461,18.5,3.908616,82.458336,22.128166,3.908616,74.59616,1010.47504,1009.7864,237.99461,12.0599985,4.1071887,23.79471,2.4491658,0.34518424,0.17029166,0.37200007,0.31154162,29.750898,30.551086,29.573996,30.090668,12,2006
3,28.013582,32.514553,41409.094,38154.3,0.0,0.0,0.0,218.36751,20.0,4.4226427,86.416664,22.103167,4.4226427,73.290016,1010.39996,1009.7124,218.36751,13.889997,5.480679,23.937988,2.7314937,0.34312132,0.15212502,0.37137496,0.30991665,29.913254,31.49275,29.605257,30.442749,12,2006
